     Radius(Au)   SIGMA(gcm-2)    Omega(yr-1)     Nu(cm2s-1)        Tmid(K)         Tef(K)        Cs(m/s)          H(AU)      RO(gcm-3)   Pg(gcm-1s-2)            TAU     Vrad(cm/s)    Vturb(cm/s)     MFre_P(cm)        Q_Toomr          VDisk OPTIC Drag_
  1.0000000E-01  1.0798591E+03  1.3984220E+02  1.6838228E+14  1.5763623E+03  5.2084006E+02  2.4408102E+03  4.5990809E-03  7.8266300E-09  3.0056156E+02  1.8155266E+02 -3.6852915E+02  8.7122535E+04  0.0000000E+00  2.8384676E+03  0.0000000E+00     4     0
  1.5578043E-01  9.1270052E+02  7.1923186E+01  3.1163025E+14  1.5004790E+03  4.2748329E+02  2.3813376E+03  8.7242347E-03  3.4872229E-09  2.4784580E+02  3.5339599E+02 -3.9936551E+02  8.4999711E+04  0.0000000E+00  2.8384676E+03  0.0000000E+00     4     0
  2.2387359E-01  7.0864401E+02  4.1747834E+01  5.0373216E+14  1.4078456E+03  3.4650843E+02  2.3066596E+03  1.4558776E-02  1.6224899E-09  1.0819544E+02  6.4848214E+02 -4.3700856E+02  8.2334149E+04  0.0000000E+00  2.0554727E+03  0.0000000E+00     4     0
  3.0427950E-01  5.1850065E+02  2.6346882E+01  7.4801735E+14  1.3193569E+03  2.8760294E+02  2.2329919E+03  2.2332288E-02  7.7391780E-10  4.8364764E+01  1.1564600E+03 -5.3467055E+02  7.9704646E+04  0.0000000E+00  1.7162851E+03  0.0000000E+00     4     0
  3.9699813E-01  4.8384616E+02  1.7678913E+01  9.7976834E+14  1.1595791E+03  2.5494963E+02  2.0934191E+03  3.1201532E-02  5.1690429E-10  2.8391114E+01  1.0210737E+03 -2.5519982E+02  7.4722719E+04  0.0000000E+00  1.1569825E+03  0.0000000E+00     3     0
  5.0202951E-01  4.1582513E+02  1.2432097E+01  1.0417924E+15  8.6705563E+02  2.1690461E+02  1.8102122E+03  3.8367225E-02  3.6126767E-10  1.4837065E+01  7.0561933E+02 -4.3152979E+02  6.4613902E+04  0.0000000E+00  8.1862593E+02  0.0000000E+00     3     0
  6.1937362E-01  4.1187495E+02  9.0721286E+00  1.2307376E+15  7.4747394E+02  1.9267110E+02  1.6807535E+03  4.8816891E-02  2.8123800E-10  9.9573094E+00  6.2529786E+02 -2.6807569E+02  5.9992991E+04  0.0000000E+00  5.5997702E+02  0.0000000E+00     3     0
  7.4903047E-01  3.7490226E+02  6.8216436E+00  1.3270675E+15  6.0604299E+02  1.7071364E+02  1.5134139E+03  5.8458003E-02  2.1377299E-10  6.1366054E+00  4.8631778E+02 -3.0810021E+02  5.4019953E+04  0.0000000E+00  4.1653456E+02  0.0000000E+00     3     0
  8.9100006E-01  3.5702517E+02  5.2580130E+00  1.4691058E+15  5.1712572E+02  1.5396855E+02  1.3979900E+03  7.0057995E-02  1.6987125E-10  4.1609065E+00  4.1116908E+02 -2.6153209E+02  4.9900001E+04  0.0000000E+00  3.1142198E+02  0.0000000E+00     3     0
  1.0452824E+00  3.3540790E+02  4.1379745E+00  1.5887849E+15  4.4012325E+02  1.3982284E+02  1.2897132E+03  8.2125993E-02  1.3613550E-10  2.8380344E+00  3.4227765E+02 -2.5228147E+02  4.6035158E+04  0.0000000E+00  2.4067448E+02  0.0000000E+00     3     0
  1.2118774E+00  3.1781169E+02  3.3147456E+00  1.7146171E+15  3.8048606E+02  1.2807610E+02  1.1991551E+03  9.5323605E-02  1.1113431E-10  2.0028981E+00  2.9076923E+02 -2.3387118E+02  4.2802769E+04  0.0000000E+00  1.8918124E+02  0.0000000E+00     3     0
  1.3907852E+00  3.0143749E+02  2.6961754E+00  1.8368323E+15  3.3154239E+02  1.1809439E+02  1.1193748E+03  1.0939631E-01  9.1848770E-11  1.4423955E+00  2.4872881E+02 -2.2056049E+02  3.9955081E+04  0.0000000E+00  1.5144285E+02  0.0000000E+00     3     0
  1.5820058E+00  2.8671966E+02  2.2224201E+00  1.9586791E+15  2.9141430E+02  1.0953874E+02  1.0494492E+03  1.2442583E-01  7.6811396E-11  1.0602504E+00  2.1476581E+02 -2.0795852E+02  3.7459150E+04  0.0000000E+00  1.2304175E+02  0.0000000E+00     3     0
  1.7855390E+00  2.7327985E+02  1.8534643E+00  2.0794810E+15  2.5802428E+02  1.0212660E+02  9.8749814E+02  1.4038715E-01  6.4887197E-11  7.9303350E-01  1.8684332E+02 -1.9687828E+02  3.5247862E+04  0.0000000E+00  1.0130602E+02  0.0000000E+00     3     0
  2.0013850E+00  2.6097732E+02  1.5618606E+00  2.1995999E+15  2.2998916E+02  9.5648579E+01  9.3230858E+02  1.5728695E-01  5.5308111E-11  6.0251537E-01  1.6368460E+02 -1.8688666E+02  3.3277920E+04  0.0000000E+00  8.4395940E+01  0.0000000E+00     3     0
  2.2295438E+00  2.4965164E+02  1.3283553E+00  2.3191226E+15  2.0623356E+02  8.9941685E+01  8.8284746E+02  1.7512442E-01  4.7518908E-11  4.6419210E-01  1.4428741E+02 -1.3304744E+02  3.1512449E+04  0.0000000E+00  7.1053890E+01  0.0000000E+00     3     0
  2.4700153E+00  2.4587971E+02  1.1391707E+00  2.3718635E+15  1.8088389E+02  8.4093912E+01  8.2681043E+02  1.9124603E-01  4.2855740E-11  3.6718154E-01  1.2879444E+02 -2.5590676E+02  2.9512258E+04  0.0000000E+00  5.7942125E+01  0.0000000E+00     3     0
  2.7227995E+00  2.2161185E+02  9.8427118E-01  2.6475796E+15  1.7445571E+02  8.0122489E+01  8.1198609E+02  2.1737476E-01  3.3983070E-11  2.8081464E-01  1.4851808E+02 -2.6568840E+02  2.8983116E+04  0.0000000E+00  5.4549746E+01  0.0000000E+00     2     0
  2.9878964E+00  1.9991406E+02  8.5622903E-01  2.9491017E+15  1.6904452E+02  7.6578694E+01  7.9929399E+02  2.4597552E-01  2.7091322E-11  2.1692182E-01  1.7238615E+02 -2.7158186E+02  2.8530083E+04  0.0000000E+00  5.1781605E+01  0.0000000E+00     2     0
  3.2653061E+00  1.8103105E+02  7.4946681E-01  3.2688383E+15  1.6400884E+02  7.3376530E+01  7.8729886E+02  2.7679772E-01  2.1800643E-11  1.6935908E-01  1.9883047E+02 -2.7720092E+02  2.8101928E+04  0.0000000E+00  4.9301633E+01  0.0000000E+00     2     0
  3.5550285E+00  1.6450917E+02  6.5974122E-01  3.6069557E+15  1.5930736E+02  7.0467498E+01  7.7593245E+02  3.0990286E-01  1.7694703E-11  1.3352145E-01  2.2801914E+02 -2.8259497E+02  2.7696214E+04  0.0000000E+00  4.7068437E+01  0.0000000E+00     2     0
  3.8570637E+00  1.4998348E+02  5.8378514E-01  3.9636585E+15  1.5490687E+02  6.7812031E+01  7.6514075E+02  3.4535328E-01  1.4476333E-11  1.0621875E-01  2.6010334E+02 -2.8776817E+02  2.7311014E+04  0.0000000E+00  4.5047772E+01  0.0000000E+00     2     0
  4.1714116E+00  1.3715365E+02  5.1905537E-01  4.3391263E+15  1.5077779E+02  6.5377383E+01  7.5487438E+02  3.8320952E-01  1.1930258E-11  8.5203837E-02  2.9524069E+02 -2.3454118E+02  2.6944565E+04  0.0000000E+00  4.3211899E+01  0.0000000E+00     2     0
  4.4980722E+00  1.2927596E+02  4.6355217E-01  4.6052635E+15  1.4291391E+02  6.3180953E+01  7.3492538E+02  4.1775333E-01  1.0315175E-11  6.9826944E-02  2.6403821E+02 -1.0395330E+02  2.6232503E+04  0.0000000E+00  3.9860840E+01  0.0000000E+00     1     0
  4.8370456E+00  1.2883701E+02  4.1568847E-01  4.6213087E+15  1.2860397E+02  6.0565867E+01  6.9716115E+02  4.4191678E-01  9.7180445E-12  5.9197748E-02  2.1308327E+02 -9.9100806E+01  2.4884543E+04  0.0000000E+00  3.4023806E+01  0.0000000E+00     1     0
  5.1883317E+00  1.2827873E+02  3.7419386E-01  4.6403990E+15  1.1624476E+02  5.8156574E+01  6.6281555E+02  4.6673603E-01  9.1614051E-12  5.0443755E-02  1.7334105E+02 -9.5173012E+01  2.3658607E+04  0.0000000E+00  2.9245364E+01  0.0000000E+00     1     0
  5.5519306E+00  1.2758288E+02  3.3804321E-01  4.6632488E+15  1.0553152E+02  5.5931742E+01  6.3153453E+02  4.9226638E-01  8.6391489E-12  4.3184223E-02  1.4208781E+02 -9.2107913E+01  2.2542059E+04  0.0000000E+00  2.5310416E+01  0.0000000E+00     1     0
  5.9278422E+00  1.2673104E+02  3.0640321E-01  4.6906520E+15  9.6216139E+01  5.3873039E+01  6.0301756E+02  5.1857544E-01  8.1461014E-12  3.7125275E-02  1.1732184E+02 -8.9851388E+01  2.1524172E+04  0.0000000E+00  2.2052743E+01  0.0000000E+00     1     0
  6.3160665E+00  1.2570337E+02  2.7859173E-01  4.7234811E+15  8.8095110E+01  5.1964692E+01  5.7700809E+02  5.4574401E-01  7.6777983E-12  3.2037635E-02  9.7555226E+01 -8.8316710E+01  2.0595787E+04  0.0000000E+00  1.9343076E+01  0.0000000E+00     1     0
  6.7166035E+00  1.2448220E+02  2.5404677E-01  4.7625985E+15  8.0998887E+01  5.0192871E+01  5.5328070E+02  5.7386155E-01  7.2306755E-12  2.7741495E-02  8.1670528E+01 -8.7471194E+01  1.9748859E+04  0.0000000E+00  1.7079467E+01  0.0000000E+00     1     0
  7.1294533E+00  1.2305004E+02  2.3230251E-01  4.8089553E+15  7.4786989E+01  4.8545597E+01  5.3164168E+02  6.0303206E-01  6.8017412E-12  2.4094509E-02  6.8823040E+01 -8.7219705E+01  1.8976474E+04  0.0000000E+00  1.5181460E+01  0.0000000E+00     1     0
  7.5546159E+00  1.2139435E+02  2.1297061E-01  4.8634354E+15  6.9340063E+01  4.7012159E+01  5.1191531E+02  6.3336452E-01  6.3888618E-12  2.0983584E-02  5.8366943E+01 -8.7529649E+01  1.8272358E+04  0.0000000E+00  1.3584438E+01  0.0000000E+00     1     0
  7.9920911E+00  1.1950459E+02  1.9572559E-01  4.9269824E+15  6.4557995E+01  4.5583185E+01  4.9394775E+02  6.6498016E-01  5.9903838E-12  1.8317939E-02  4.9806343E+01 -8.8297683E+01  1.7631023E+04  0.0000000E+00  1.2236759E+01  0.0000000E+00     1     0
  8.4418791E+00  1.1737691E+02  1.8029329E-01  5.0004136E+15  6.0354116E+01  4.4250114E+01  4.7759464E+02  6.9799960E-01  5.6053954E-12  1.6024522E-02  4.2755941E+01 -8.9460257E+01  1.7047313E+04  0.0000000E+00  1.1096313E+01  0.0000000E+00     1     0
  8.9039799E+00  1.1501266E+02  1.6644165E-01  5.0844951E+15  5.6654085E+01  4.3005246E+01  4.6272356E+02  7.3254600E-01  5.2334672E-12  1.4044060E-02  3.6915447E+01 -9.0945401E+01  1.6516503E+04  0.0000000E+00  1.0128854E+01  0.0000000E+00     1     0
  9.3783934E+00  1.1241940E+02  1.5397336E-01  5.1799004E+15  5.3393502E+01  4.1841556E+01  4.4921081E+02  7.6874075E-01  4.8746126E-12  1.2328222E-02  3.2049265E+01 -9.2681375E+01  1.6034178E+04  0.0000000E+00  9.3062965E+00  0.0000000E+00     1     0
  9.8651196E+00  1.0961064E+02  1.4271996E-01  5.2871916E+15  5.0516258E+01  4.0752598E+01  4.3693978E+02  8.0670017E-01  4.5291770E-12  1.0837333E-02  2.7971454E+01 -9.4600931E+01  1.5596174E+04  0.0000000E+00  8.6054974E+00  0.0000000E+00     1     0
  1.0364159E+01  1.0660525E+02  1.3253702E-01  5.4068101E+15  4.7973312E+01  3.9732428E+01  4.2580019E+02  8.4653312E-01  4.1977191E-12  9.5386083E-03  2.4534544E+01 -9.6643694E+01  1.5198556E+04  0.0000000E+00  8.0073132E+00  0.0000000E+00     1     0
  1.0875510E+01  1.0342656E+02  1.2330020E-01  5.5390769E+15  4.5721724E+01  3.8775553E+01  4.1568782E+02  8.8833913E-01  3.8808962E-12  8.4047842E-03  2.1621074E+01 -9.8757187E+01  1.4837604E+04  0.0000000E+00  7.4958584E+00  0.0000000E+00     1     0
  1.1399175E+01  1.0010118E+02  1.1490215E-01  5.6841980E+15  4.3723885E+01  3.7876897E+01  4.0650451E+02  9.3220733E-01  3.5793602E-12  7.4130357E-03  1.9137124E+01 -1.0091040E+02  1.4509814E+04  0.0000000E+00  7.0579194E+00  0.0000000E+00     1     0
  1.1935152E+01  9.6657052E+01  1.0724976E-01  5.8423137E+15  4.1947165E+01  3.7031826E+01  3.9815970E+02  9.7821937E-01  3.2936393E-12  6.5441099E-03  1.7007433E+01 -1.0303638E+02  1.4211954E+04  0.0000000E+00  6.6825537E+00  0.0000000E+00     1     0
  1.2483442E+01  9.3124586E+01  1.0026209E-01  6.0133757E+15  4.0362355E+01  3.6235938E+01  3.9056583E+02  1.0264381E+00  3.0241987E-12  5.7817425E-03  1.5171109E+01 -1.0514705E+02  1.3940897E+04  0.0000000E+00  6.3604669E+00  0.0000000E+00     1     0
